city|state|state_name|county
Coulter|PA|Pennsylvania|Allegheny
Leona|TX|Texas|Leon
Walton|KS|Kansas|Harvey
Garden City|CO|Colorado|Weld
Saratoga|IN|Indiana|Randolph
Gumbranch|GA|Georgia|Liberty
Fenton|IA|Iowa|Kossuth
Westwood|MO|Missouri|St. Louis
Pawnee Rock|KS|Kansas|Barton
Shaktoolik|AK|Alaska|Nome
Quitman|LA|Louisiana|Jackson
Perrytown|AR|Arkansas|Hempstead
Carbon|IN|Indiana|Clay
Windsor|FL|Florida|Indian River
Pecan Gap|TX|Texas|Delta
Gilchrist|OR|Oregon|Klamath
Patterson|IA|Iowa|Madison
New Suffolk|NY|New York|Suffolk
Ballantine|MT|Montana|Yellowstone
Nelsonia|VA|Virginia|Accomack
Seaview|HI|Hawaii|Hawaii
Hallam|NE|Nebraska|Lancaster
Powers Lake|ND|North Dakota|Burke
Anamoose|ND|North Dakota|McHenry
Merom|IN|Indiana|Sullivan
Klein|MT|Montana|Musselshell
New Munster|WI|Wisconsin|Kenosha
East Cape Girardeau|IL|Illinois|Alexander
Beulah|MS|Mississippi|Bolivar
Henrieville|UT|Utah|Garfield
Wynona|OK|Oklahoma|Osage
Villa Quintero|PR|Puerto Rico|Toa Baja
Maunaloa|HI|Hawaii|Maui
Garrison|IA|Iowa|Benton
Glacier|WA|Washington|Whatcom
Catherine|CO|Colorado|Garfield
Hartz Lake|IN|Indiana|Starke
Rebecca|GA|Georgia|Turner
Danbury|IA|Iowa|Woodbury
Kendleton|TX|Texas|Fort Bend
Milledgeville|TN|Tennessee|Chester
Luana|IA|Iowa|Clayton
Tyonek|AK|Alaska|Kenai Peninsula
Progreso Lakes|TX|Texas|Hidalgo
Chance|OK|Oklahoma|Adair
Wilmot|OH|Ohio|Stark
Riverdale|NE|Nebraska|Buffalo
Enemy Swim|SD|South Dakota|Day
Montrose|GA|Georgia|Laurens
Capulin|CO|Colorado|Conejos
Pierson|IA|Iowa|Woodbury
Colton|WA|Washington|Whitman
Cumberland|VA|Virginia|Cumberland
Camp Sherman|OR|Oregon|Jefferson
Mulat|FL|Florida|Santa Rosa
Nettie|WV|West Virginia|Nicholas
Moshannon|PA|Pennsylvania|Centre
Colerain|NC|North Carolina|Bertie
Elyria|KS|Kansas|McPherson
Mill Creek|PA|Pennsylvania|Huntingdon
Salt Lick|KY|Kentucky|Bath
Turon|KS|Kansas|Reno
Buffalo|KS|Kansas|Wilson
Genoa|WI|Wisconsin|Vernon
Wachapreague|VA|Virginia|Accomack
Orestes|IN|Indiana|Madison
Coalmont|IN|Indiana|Clay
Langlois|OR|Oregon|Curry
Mekoryuk|AK|Alaska|Bethel
Vinton|OH|Ohio|Gallia
Patricksburg|IN|Indiana|Owen
Wakita|OK|Oklahoma|Grant
Davis|NC|North Carolina|Carteret
Hunterstown|PA|Pennsylvania|Adams
Lincoln|VT|Vermont|Addison
Montpelier|LA|Louisiana|St. Helena
Michiana|MI|Michigan|Berrien
Franklin|PA|Pennsylvania|Cambria
Mountain Dale|NY|New York|Sullivan
Acacia Villas|FL|Florida|Palm Beach
Custer|MI|Michigan|Mason
Loda|IL|Illinois|Iroquois
Storden|MN|Minnesota|Cottonwood
Wheatland|MO|Missouri|Hickory
Carroll|NE|Nebraska|Wayne
White City|IL|Illinois|Macoupin
Bedford|KY|Kentucky|Trimble
Bowling Green|IN|Indiana|Clay
Nixon|TN|Tennessee|Hardin
Florence|SD|South Dakota|Codington
Plumwood|OH|Ohio|Madison
Le Raysville|PA|Pennsylvania|Bradford
Castleberry|AL|Alabama|Conecuh
Diamond Beach|NJ|New Jersey|Cape May
Ironton|WI|Wisconsin|Sauk
Parmele|NC|North Carolina|Martin
McEwensville|PA|Pennsylvania|Northumberland
Walstonburg|NC|North Carolina|Greene
Pilger|NE|Nebraska|Stanton
Ridgeland|WI|Wisconsin|Dunn
Metaline Falls|WA|Washington|Pend Oreille
Broadlands|IL|Illinois|Champaign
Point Lay|AK|Alaska|North Slope
Hanley Falls|MN|Minnesota|Yellow Medicine
Gold Hill|CO|Colorado|Boulder
Yuma Proving Ground|AZ|Arizona|Yuma
Fairview|KS|Kansas|Brown
Buckingham|IL|Illinois|Kankakee
Bonnieville|KY|Kentucky|Hart
Litchfield|NE|Nebraska|Sherman
Ambrose|GA|Georgia|Coffee
Negley|OH|Ohio|Columbiana
Gackle|ND|North Dakota|Logan
Weston|NE|Nebraska|Saunders
Backus|MN|Minnesota|Cass
Selden|KS|Kansas|Sheridan
Canby|CA|California|Modoc
Cheshire|OR|Oregon|Lane
Castella|CA|California|Shasta
Elbing|KS|Kansas|Butler
Brule|NE|Nebraska|Keith
Malone|TX|Texas|Hill
Dowell|IL|Illinois|Jackson
Bay View Gardens|IL|Illinois|Woodford
Eden|WY|Wyoming|Sweetwater
Tremont City|OH|Ohio|Clark
Raiford|FL|Florida|Union
Lueders|TX|Texas|Jones
Iola|TX|Texas|Grimes
Longton|KS|Kansas|Elk
Toccopola|MS|Mississippi|Pontotoc
Rose Hill|IA|Iowa|Mahaska
Kingston|MO|Missouri|Caldwell
Trumbull|NE|Nebraska|Clay
Secor|IL|Illinois|Woodford
Liberty|PA|Pennsylvania|Tioga
Wales|AK|Alaska|Nome
Ewen|MI|Michigan|Ontonagon
Athens|LA|Louisiana|Claiborne
Merino|CO|Colorado|Logan
Fries|VA|Virginia|Grayson
Railroad|PA|Pennsylvania|York
Hood|CA|California|Sacramento
Easton|IL|Illinois|Mason
Oaks|OK|Oklahoma|Delaware
Dyess|AR|Arkansas|Mississippi
Tynan|TX|Texas|Bee
Auburn|WY|Wyoming|Lincoln
Upper Red Hook|NY|New York|Dutchess
Whatley|AL|Alabama|Clarke
Skillman|NJ|New Jersey|Somerset
Posen|MI|Michigan|Presque Isle
Cedar Hill Lakes|MO|Missouri|Jefferson
Delmont|NJ|New Jersey|Cumberland
Coffee Creek|CA|California|Trinity
Oakdale|WI|Wisconsin|Monroe
Bordelonville|LA|Louisiana|Avoyelles
Monterey|LA|Louisiana|Concordia
Tullos|LA|Louisiana|LaSalle
Hemlock|OH|Ohio|Perry
Carbon|TX|Texas|Eastland
Rhodes|IA|Iowa|Marshall
St. Hilaire|MN|Minnesota|Pennington
Potter|NE|Nebraska|Cheyenne
Clipper Mills|CA|California|Butte
Milburn|OK|Oklahoma|Johnston
Goshen|VA|Virginia|Rockbridge
Bullhead|SD|South Dakota|Corson
Adams Lake|IN|Indiana|LaGrange
Stroh|IN|Indiana|LaGrange
Milligan|NE|Nebraska|Fillmore
Blain|PA|Pennsylvania|Perry
Dixie Inn|LA|Louisiana|Webster
Acme|WA|Washington|Whatcom
Vicco|KY|Kentucky|Perry
Oswego|IN|Indiana|Kosciusko
Hortonville|NY|New York|Sullivan
Nulato|AK|Alaska|Yukon-Koyukuk
Ward|SC|South Carolina|Saluda
Pavillion|WY|Wyoming|Fremont
Max|ND|North Dakota|McLean
Standard|IL|Illinois|Putnam
Eitzen|MN|Minnesota|Houston
Boneau|MT|Montana|Chouteau
Cofield|NC|North Carolina|Hertford
Winslow|AR|Arkansas|Washington
Bendon|MI|Michigan|Benzie
Helena|OH|Ohio|Sandusky
Ellsworth|MI|Michigan|Antrim
Di Giorgio|CA|California|Kern
Barrville|PA|Pennsylvania|Mifflin
Tenkiller|OK|Oklahoma|Cherokee
Mehoopany|PA|Pennsylvania|Wyoming
Diamondhead Lake|IA|Iowa|Guthrie
Mount Pleasant|OH|Ohio|Jefferson
Callisburg|TX|Texas|Cooke
Coffee City|TX|Texas|Henderson
Red Cliff|CO|Colorado|Eagle
Atlantic Beach|SC|South Carolina|Horry
Beverly|WA|Washington|Grant
Kingston|WI|Wisconsin|Green Lake
Panama|IA|Iowa|Shelby
Oakdale|IL|Illinois|Washington
Lupton|MI|Michigan|Ogemaw
Elderton|PA|Pennsylvania|Armstrong
Elizabethtown|IN|Indiana|Bartholomew
Shiloh|NJ|New Jersey|Cumberland
Lead Hill|AR|Arkansas|Boone
Siloam|GA|Georgia|Greene
Longstreet|LA|Louisiana|De Soto
Newport|IN|Indiana|Vermillion
Snelling|SC|South Carolina|Barnwell
Bruce|SD|South Dakota|Brookings
Hop Bottom|PA|Pennsylvania|Susquehanna
Buford|SC|South Carolina|Lancaster
Carrizo|AZ|Arizona|Gila
Eskdale|WV|West Virginia|Kanawha
Sipsey|AL|Alabama|Walker
Walkerville|MI|Michigan|Oceana
Newburg|PA|Pennsylvania|Blair
Davy|WV|West Virginia|McDowell
Sagaponack|NY|New York|Suffolk
Grand Detour|IL|Illinois|Ogle
Waldo|AL|Alabama|Talladega
Buffalo|SD|South Dakota|Harding
Savannah|OH|Ohio|Ashland
Danville|MD|Maryland|Allegany
Switz City|IN|Indiana|Greene
Elk City|KS|Kansas|Montgomery
Union|WA|Washington|Mason
Sandy Creek|NC|North Carolina|Brunswick
Oak Island|TX|Texas|Chambers
Bee|NE|Nebraska|Seward
Stanley|ID|Idaho|Custer
Mulhall|OK|Oklahoma|Payne
Jackson|NE|Nebraska|Dakota
Middle River|MN|Minnesota|Marshall
Agricola|MS|Mississippi|George
Georgetown|MS|Mississippi|Copiah
Cuylerville|NY|New York|Livingston
Hartsville|IN|Indiana|Bartholomew
Neilton|WA|Washington|Grays Harbor
Fayetteville|OH|Ohio|Brown
Menifee|AR|Arkansas|Conway
North Robinson|OH|Ohio|Crawford
Oil Trough|AR|Arkansas|Independence
Hepzibah|WV|West Virginia|Harrison
Pleasant View|KY|Kentucky|Whitley
Edenborn|PA|Pennsylvania|Fayette
Forest|IN|Indiana|Clinton
Forestville|PA|Pennsylvania|Butler
Jenera|OH|Ohio|Hancock
Catawba|OH|Ohio|Clark
Boykin|AL|Alabama|Wilcox
Eureka|TX|Texas|Navarro
Spangle|WA|Washington|Spokane
Plevna|MT|Montana|Fallon
Bakerhill|AL|Alabama|Barbour
Georgetown|LA|Louisiana|Grant
Ben Lomond|AR|Arkansas|Sevier
Baileys Harbor|WI|Wisconsin|Door
Jefferson|PA|Pennsylvania|Greene
Coalton|IL|Illinois|Montgomery
Rentz|GA|Georgia|Laurens
Chilhowee|MO|Missouri|Johnson
El Adobe|CA|California|Kern
Macks Creek|MO|Missouri|Camden
Barnum|IA|Iowa|Webster
Channing|TX|Texas|Hartley
Crumpler|WV|West Virginia|McDowell
Chain of Rocks|MO|Missouri|Lincoln
Cloverland|IN|Indiana|Clay
Arriba|CO|Colorado|Lincoln
Salisbury Mills|NY|New York|Orange
Babb|MT|Montana|Glacier
North Miami|OK|Oklahoma|Ottawa
Nageezi|NM|New Mexico|San Juan
Gasconade|MO|Missouri|Gasconade
Brainard|NE|Nebraska|Butler
Copemish|MI|Michigan|Manistee
Norway|SC|South Carolina|Orangeburg
Blairsville|IL|Illinois|Williamson
Fairhaven|MN|Minnesota|Stearns
Birch Hill|WI|Wisconsin|Ashland
Pablo Pena|TX|Texas|Starr
Duane Lake|NY|New York|Schenectady
Sacate Village|AZ|Arizona|Pinal
Elim|AK|Alaska|Nome
Richville|NY|New York|St. Lawrence
Tharptown|PA|Pennsylvania|Northumberland
Nichols|WI|Wisconsin|Outagamie
Crook City|SD|South Dakota|Lawrence
La Barge|WY|Wyoming|Lincoln
Unionville Center|OH|Ohio|Union
Rutledge|MN|Minnesota|Pine
Leroy|IN|Indiana|Lake
Fowlerville|NY|New York|Livingston
Eastville|VA|Virginia|Northampton
Homewood at Martinsburg|PA|Pennsylvania|Blair
Carrsville|VA|Virginia|Isle of Wight
Elco|PA|Pennsylvania|Washington
Palominas|AZ|Arizona|Cochise
Dungannon|VA|Virginia|Scott
Truchas|NM|New Mexico|Rio Arriba
Acampo|CA|California|San Joaquin
Knollcrest|CT|Connecticut|Western Connecticut
Twin Groves|AR|Arkansas|Faulkner
Granville|ND|North Dakota|McHenry
Anaktuvuk Pass|AK|Alaska|North Slope
Lac La Belle|WI|Wisconsin|Waukesha
Crosby|MS|Mississippi|Amite
Golden|MO|Missouri|Barry
Roseland|NE|Nebraska|Adams
Hoople|ND|North Dakota|Walsh
Dripping Springs|AZ|Arizona|Gila
Westville|FL|Florida|Holmes
Lake Angelus|MI|Michigan|Oakland
Callaghan|VA|Virginia|Alleghany
White Shield|ND|North Dakota|McLean
Peacham|VT|Vermont|Caledonia
Geneva|IN|Indiana|Shelby
Alpine Northwest|WY|Wyoming|Lincoln
Pukwana|SD|South Dakota|Brule
Stovall|NC|North Carolina|Granville
Fairfield|NC|North Carolina|Hyde
Cunningham|KY|Kentucky|Carlisle
Mitiwanga|OH|Ohio|Erie
Coaldale|CO|Colorado|Fremont
Allen|KS|Kansas|Lyon
Welch|TX|Texas|Dawson
Alonzaville|VA|Virginia|Shenandoah
Kanauga|OH|Ohio|Gallia
Dakota|MN|Minnesota|Winona
Thor|IA|Iowa|Humboldt
Camargito|TX|Texas|Starr
Iliff|CO|Colorado|Logan
Imperial|TX|Texas|Pecos
Hanover|NM|New Mexico|Grant
Montrose|IL|Illinois|Effingham
Omaha|IL|Illinois|Gallatin
Bessie|OK|Oklahoma|Washita
Burleigh|NJ|New Jersey|Cape May
Soham|NM|New Mexico|San Miguel
Alsace Manor|PA|Pennsylvania|Berks
Pottawattamie Park|IN|Indiana|LaPorte
Tehuacana|TX|Texas|Limestone
Prescott|KS|Kansas|Linn
Leesburg|NJ|New Jersey|Cumberland
Indiahoma|OK|Oklahoma|Comanche
Tonalea|AZ|Arizona|Coconino
New Munich|MN|Minnesota|Stearns
Tarsney Lakes|MO|Missouri|Jackson
Durbin|WV|West Virginia|Pocahontas
Menominee|IL|Illinois|Jo Daviess
Parkdale|OR|Oregon|Hood River
Pine Point|MN|Minnesota|Becker
Toaville|PR|Puerto Rico|Toa Baja
Wells Bridge|NY|New York|Otsego
Stout|IA|Iowa|Grundy
Vergennes|IL|Illinois|Jackson
Crandall|IN|Indiana|Harrison
Lodoga|CA|California|Colusa
Glenford|OH|Ohio|Perry
Wolbach|NE|Nebraska|Greeley
St. Regis Falls|NY|New York|Franklin
Bradshaw|WV|West Virginia|McDowell
St. Maurice|LA|Louisiana|Winn
Cleghorn|IA|Iowa|Cherokee
Louviers|CO|Colorado|Douglas
Augusta|MO|Missouri|St. Charles
Chester|NE|Nebraska|Thayer
Glenbrook|NV|Nevada|Douglas
Neskowin|OR|Oregon|Tillamook
Edmore|ND|North Dakota|Ramsey
Rocky Ridge|OH|Ohio|Ottawa
Bentonia|MS|Mississippi|Yazoo
Spring Lake|FL|Florida|Hernando
Repton|AL|Alabama|Conecuh
Lenapah|OK|Oklahoma|Nowata
Olsburg|KS|Kansas|Pottawatomie
Pollock|SD|South Dakota|Campbell
Darrouzett|TX|Texas|Lipscomb
Becenti|NM|New Mexico|McKinley
Glenmont|OH|Ohio|Holmes
St. Marks|FL|Florida|Wakulla
Tallulah Falls|GA|Georgia|Habersham
Wilton|AR|Arkansas|Little River
Amherst|NE|Nebraska|Buffalo
Akiak|AK|Alaska|Bethel
North Clarendon|VT|Vermont|Rutland
Moscow|MD|Maryland|Allegany
Bluejacket|OK|Oklahoma|Craig
Russellville|SC|South Carolina|Berkeley
Deer Creek|MN|Minnesota|Otter Tail
Clear Creek|CA|California|Lassen
Patterson|AR|Arkansas|Woodruff
Riverland|MN|Minnesota|Mahnomen
New Columbus|PA|Pennsylvania|Luzerne
Nordic|WY|Wyoming|Lincoln
Universal|IN|Indiana|Vermillion
Bennett|NC|North Carolina|Chatham
Manor Creek|KY|Kentucky|Jefferson
Creola|LA|Louisiana|Grant
Harpster|OH|Ohio|Wyandot
Central|AZ|Arizona|Graham
Bowers|DE|Delaware|Kent
Newtonia|MO|Missouri|Newton
Gallina|NM|New Mexico|Rio Arriba
Snover|MI|Michigan|Sanilac
Watersmeet|MI|Michigan|Gogebic
Wedgewood|MI|Michigan|Wexford
Terral|OK|Oklahoma|Jefferson
Santo|TX|Texas|Palo Pinto
Hoskins|NE|Nebraska|Wayne
Hall Summit|LA|Louisiana|Red River
Toronto|SD|South Dakota|Deuel
Cuyuna|MN|Minnesota|Crow Wing
Wallace|NE|Nebraska|Lincoln
Keyport|WA|Washington|Kitsap
Rossburg|OH|Ohio|Darke
Clarksburg|MO|Missouri|Moniteau
Keene|KY|Kentucky|Jessamine
Kilbourne|IL|Illinois|Mason
Foxburg|PA|Pennsylvania|Clarion
Jaconita|NM|New Mexico|Santa Fe
Fertile|IA|Iowa|Worth
Ghent|KY|Kentucky|Carroll
Horn Hill|AL|Alabama|Covington
Zena|OK|Oklahoma|Delaware
Bluebell|UT|Utah|Duchesne
Lauderdale|MS|Mississippi|Lauderdale
Geiger|AL|Alabama|Sumter
Northfork|WV|West Virginia|McDowell
Ripley|OK|Oklahoma|Payne
Bear Creek|WI|Wisconsin|Outagamie
Marathon|TX|Texas|Brewster
Creighton|MO|Missouri|Cass
Campbell|NE|Nebraska|Franklin
Captree|NY|New York|Suffolk
Irondale|OH|Ohio|Jefferson
Hunter|ND|North Dakota|Cass
Grygla|MN|Minnesota|Marshall
Blue Springs|MS|Mississippi|Union
Condon|MT|Montana|Missoula
St. Thomas|MO|Missouri|Cole
Linndale|OH|Ohio|Cuyahoga
Arcadia|KS|Kansas|Crawford
Perrin|TX|Texas|Jack
Tower|MI|Michigan|Cheboygan
Summers|AR|Arkansas|Washington
Fairview|VA|Virginia|Mecklenburg
Soldier Creek|SD|South Dakota|Todd
Pleasure Bend|LA|Louisiana|St. John the Baptist
Ramer|TN|Tennessee|McNairy
Paisley|OR|Oregon|Lake
Keller|VA|Virginia|Accomack
Kampsville|IL|Illinois|Calhoun
Kellerton|IA|Iowa|Ringgold
Monterey|IN|Indiana|Pulaski
Corwith|IA|Iowa|Hancock
Ladora|IA|Iowa|Iowa
Industry|TX|Texas|Austin
Spillertown|IL|Illinois|Williamson
Daisytown|PA|Pennsylvania|Cambria
Mount Carmel|FL|Florida|Santa Rosa
Reserve|WI|Wisconsin|Sawyer
Kremlin|OK|Oklahoma|Garfield
Fulton|IN|Indiana|Fulton
Eagle Nest|NM|New Mexico|Colfax
Rising City|NE|Nebraska|Butler
Piffard|NY|New York|Livingston
Fairfield|TN|Tennessee|Sumner
Dixon|MT|Montana|Sanders
Elk City|ID|Idaho|Idaho
Blue Diamond|NV|Nevada|Clark
Bigelow|MN|Minnesota|Nobles
Troy Grove|IL|Illinois|LaSalle
Ardentown|DE|Delaware|New Castle
Woodstock|OH|Ohio|Champaign
Friesland|WI|Wisconsin|Columbia
Georgetown|PA|Pennsylvania|Beaver
Petros|TN|Tennessee|Morgan
Mapleton|KS|Kansas|Bourbon
Brucetown|VA|Virginia|Frederick
Bethany|PA|Pennsylvania|Wayne
Hayes|LA|Louisiana|Calcasieu
Pikes Creek|PA|Pennsylvania|Luzerne
Pymatuning North|PA|Pennsylvania|Crawford
Low Moor|IA|Iowa|Clinton
Middleport|PA|Pennsylvania|Schuylkill
Young|AZ|Arizona|Gila
Mahaffey|PA|Pennsylvania|Clearfield
Mongaup Valley|NY|New York|Sullivan
Joplin|MT|Montana|Liberty
Tocsin|IN|Indiana|Wells
Norris|IL|Illinois|Fulton
Bunceton|MO|Missouri|Cooper
Holbrook|NE|Nebraska|Furnas
Maynard|MN|Minnesota|Chippewa
Quinby|VA|Virginia|Accomack
Randolph|IA|Iowa|Fremont
Steward|IL|Illinois|Lee
Fair Oaks|IN|Indiana|Jasper
Mallard|IA|Iowa|Palo Alto
Alexander|ND|North Dakota|McKenzie
Hedley|TX|Texas|Donley
Burnett|WI|Wisconsin|Dodge
Dix|NE|Nebraska|Kimball
Downsville|WI|Wisconsin|Dunn
Lockett|TX|Texas|Wilbarger
Kokomo|MS|Mississippi|Marion
Cromwell|OK|Oklahoma|Seminole
Templeton|PA|Pennsylvania|Armstrong
Spickard|MO|Missouri|Grundy
Hewitt|MN|Minnesota|Todd
Malcom|IA|Iowa|Poweshiek
Fillmore|MO|Missouri|Andrew
McCune|KS|Kansas|Crawford
Canadian Shores|OK|Oklahoma|Pittsburg
Elrama|PA|Pennsylvania|Washington
Ivanhoe|NC|North Carolina|Sampson
Kensington|MN|Minnesota|Douglas
Gratiot|OH|Ohio|Licking
Enchanted Oaks|TX|Texas|Henderson
Clayville|NY|New York|Oneida
Willisville|AR|Arkansas|Nevada
Bowlus|MN|Minnesota|Morrison
Sasser|GA|Georgia|Terrell
Rennert|NC|North Carolina|Robeson
Haworth|OK|Oklahoma|McCurtain
Millville|MN|Minnesota|Wabasha
Stilesville|IN|Indiana|Hendricks
Hillside Colony|MT|Montana|Toole
Bowbells|ND|North Dakota|Burke
Myra|TX|Texas|Cooke
Bruning|NE|Nebraska|Thayer
Old Washington|OH|Ohio|Guernsey
Verona|IL|Illinois|Grundy
Elizabethtown|OH|Ohio|Hamilton
Tilghmanton|MD|Maryland|Washington
Bascom|OH|Ohio|Seneca
Bug Tussle|OK|Oklahoma|Pittsburg
Brooker|FL|Florida|Bradford
La Plant|SD|South Dakota|Dewey
Gainesville|AL|Alabama|Sumter
McNary|LA|Louisiana|Rapides
Custer|WA|Washington|Whatcom
La Victoria|TX|Texas|Starr
Stanford|MT|Montana|Judith Basin
Hillrose|CO|Colorado|Morgan
Ridgeway|IA|Iowa|Winneshiek
Skyline|MN|Minnesota|Blue Earth
Midland|LA|Louisiana|Acadia
Dalton|MN|Minnesota|Otter Tail
Bruce Crossing|MI|Michigan|Ontonagon
Fort Washington|CA|California|Fresno
Wallsburg|UT|Utah|Wasatch
Freetown|IN|Indiana|Jackson
Rancho Banquete|TX|Texas|Nueces
Columbia Furnace|VA|Virginia|Shenandoah
Morganton|GA|Georgia|Fannin
Ste. Marie|IL|Illinois|Jasper
Ruth|NV|Nevada|White Pine
Willow Hill|IL|Illinois|Jasper
Kirkville|MS|Mississippi|Itawamba
Elliott|IL|Illinois|Ford
East Germantown|IN|Indiana|Wayne
Russell|AR|Arkansas|White
Colfax|ND|North Dakota|Richland
Shuqualak|MS|Mississippi|Noxubee
Temperanceville|VA|Virginia|Accomack
Snelling|CA|California|Merced
Felts Mills|NY|New York|Jefferson
Lake Almanor Peninsula|CA|California|Plumas
Flemington|WV|West Virginia|Taylor
Sheldon|WI|Wisconsin|Rusk
Haugen|WI|Wisconsin|Barron
Olean|MO|Missouri|Miller
East Worcester|NY|New York|Otsego
Dresbach|MN|Minnesota|Winona
Edmundson Acres|CA|California|Kern
Cressey|CA|California|Merced
Statesville|TN|Tennessee|Wilson
Potter|WI|Wisconsin|Calumet
Geraldine|MT|Montana|Chouteau
Jeffersonville|IL|Illinois|Wayne
Rickardsville|IA|Iowa|Dubuque
La Motte|IA|Iowa|Jackson
Joppa|IL|Illinois|Massac
Cypress|IL|Illinois|Johnson
Blencoe|IA|Iowa|Monona
Redwood|MS|Mississippi|Warren
Yolo|CA|California|Yolo
Tappen|ND|North Dakota|Kidder
Keener|NC|North Carolina|Sampson
Empire|OH|Ohio|Jefferson
Wyola|MT|Montana|Big Horn
Swan Valley|ID|Idaho|Bonneville
Dundas|IL|Illinois|Richland
Greeley|IA|Iowa|Delaware
Holy Cross|IA|Iowa|Dubuque
Kellnersville|WI|Wisconsin|Manitowoc
Sunbury|NC|North Carolina|Gates
South Glastonbury|MT|Montana|Park
Pachuta|MS|Mississippi|Clarke
Brookside|CO|Colorado|Fremont
Kunkle|OH|Ohio|Williams
Jennings|MI|Michigan|Missaukee
Lowell|WI|Wisconsin|Dodge
Bud|WV|West Virginia|Wyoming
Maytown|AL|Alabama|Jefferson
Pleasant Plains|AR|Arkansas|Independence
Opdyke|IL|Illinois|Jefferson
Ethan|SD|South Dakota|Davison
Daviston|SC|South Carolina|Marion
Rodey|NM|New Mexico|Doña Ana
Moorhead|IA|Iowa|Monona
North Loup|NE|Nebraska|Valley
Bolton Landing|NY|New York|Warren
Missouri City|MO|Missouri|Clay
Cromberg|CA|California|Plumas
Gorman|MD|Maryland|Garrett
Grady|AR|Arkansas|Lincoln
Sand City|CA|California|Monterey
Boston|IN|Indiana|Wayne
Kongiganak|AK|Alaska|Bethel
Callao|MO|Missouri|Macon
Wheeler|WI|Wisconsin|Dunn
Dedham|IA|Iowa|Carroll
Glen Allan|MS|Mississippi|Washington
Guys Mills|PA|Pennsylvania|Crawford
Holcomb|MS|Mississippi|Grenada
Cumberland|IA|Iowa|Cass
Nazareth|TX|Texas|Castro
Anniston|MO|Missouri|Mississippi
Rensselaer|MO|Missouri|Ralls
Bryant|IN|Indiana|Jay
Sandy Ridge|PA|Pennsylvania|Centre
Riverdale|MI|Michigan|Gratiot
Guinda|CA|California|Yolo
Brocton|IL|Illinois|Edgar
Smoketown|PA|Pennsylvania|Lancaster
Farley|MO|Missouri|Platte
Keswick|IA|Iowa|Keokuk
La Grande|WA|Washington|Pierce
Browntown|WI|Wisconsin|Green
Bear Dance|MT|Montana|Lake
North Bend|PA|Pennsylvania|Clinton
Amasa|MI|Michigan|Iron
Langston|AL|Alabama|Jackson
Tescott|KS|Kansas|Ottawa
Pisgah|IA|Iowa|Harrison
Ransom|KS|Kansas|Ness
Drifting|PA|Pennsylvania|Clearfield
Dodson|LA|Louisiana|Winn
Lineville|IA|Iowa|Wayne
Morgan Heights|CO|Colorado|Morgan
Saline|LA|Louisiana|Bienville
Trent|TX|Texas|Taylor
Caroleen|NC|North Carolina|Rutherford
Emma|MO|Missouri|Lafayette
Douglas|NE|Nebraska|Otoe
Belcher|LA|Louisiana|Caddo
Wedderburn|OR|Oregon|Curry
Sandy Hook|WI|Wisconsin|Grant
Colony|AL|Alabama|Cullman
Williston|OH|Ohio|Ottawa
Iaeger|WV|West Virginia|McDowell
Homa Hills|WY|Wyoming|Natrona
Torboy|WA|Washington|Ferry
Hanston|KS|Kansas|Hodgeman
McCarr|KY|Kentucky|Pike
Mooar|IA|Iowa|Lee
Browning|MO|Missouri|Linn
Bluffton|MN|Minnesota|Otter Tail
Westport|OR|Oregon|Clatsop
Emeigh|PA|Pennsylvania|Cambria
Hornsby|TN|Tennessee|Hardeman
Garciasville|TX|Texas|Starr
Carson|ND|North Dakota|Grant
Hollansburg|OH|Ohio|Darke
Stittville|NY|New York|Oneida
Edison|WA|Washington|Skagit
Rochester|TX|Texas|Haskell
St. Charles|AR|Arkansas|Arkansas
Spring Branch|TX|Texas|Comal
Mohawk|MI|Michigan|Keweenaw
Rudolph|OH|Ohio|Wood
Kimberly|WV|West Virginia|Fayette
Rincon|NM|New Mexico|Doña Ana
Grand Falls Plaza|MO|Missouri|Newton
Weems|VA|Virginia|Lancaster
Lismore|MN|Minnesota|Nobles
Fairlee|MD|Maryland|Kent
Hume|MO|Missouri|Bates
Havana|TX|Texas|Hidalgo
Ryegate|MT|Montana|Golden Valley
St. James|MI|Michigan|Charlevoix
Goldsboro|MD|Maryland|Caroline
Scottsville|TX|Texas|Harrison
Jacksontown|OH|Ohio|Licking
Venice|LA|Louisiana|Plaquemines
Laguna Seca|TX|Texas|Hidalgo
Grey Eagle|MN|Minnesota|Todd
Nuremberg|PA|Pennsylvania|Schuylkill
Westbrook|TX|Texas|Mitchell
Salt Point|NY|New York|Dutchess
Holley|OR|Oregon|Linn
Ogema|WI|Wisconsin|Price
Old Hundred|NC|North Carolina|Scotland
Peavine|OK|Oklahoma|Adair
Sanostee|NM|New Mexico|San Juan
Rhoadesville|VA|Virginia|Orange
Shelby|IN|Indiana|Lake
Hainesburg|NJ|New Jersey|Warren
Taylor|MS|Mississippi|Lafayette
Oakford|IL|Illinois|Menard
Mifflin|OH|Ohio|Ashland
Dutton|MT|Montana|Teton
Dover|KY|Kentucky|Mason
Alexander|IL|Illinois|Morgan
Sanctuary|TX|Texas|Parker
Jobstown|NJ|New Jersey|Burlington
Lohman|MO|Missouri|Cole
Walloon Lake|MI|Michigan|Charlevoix
Hayes Center|NE|Nebraska|Hayes
