City|State short|State full|County|City alias
Butterfield|TX|Texas|El Paso|Butterfield
Drasco|AR|Arkansas|Cleburne|Drasco
Cornish|UT|Utah|Cache|Cornish
Floydale|SC|South Carolina|Dillon|Floydale
New Effington|SD|South Dakota|Roberts|New Effington
Butler|OK|Oklahoma|Custer|Butler
Pemberton|MN|Minnesota|Blue Earth|Pemberton
Clearview Acres|WY|Wyoming|Sweetwater|Clearview Acres
Lake Ka-Ho|IL|Illinois|Macoupin|Lake Ka-Ho
Cotton City|NM|New Mexico|Hidalgo|Cotton City
Bowers|PA|Pennsylvania|Berks|Bowers
Marble|CO|Colorado|Gunnison|Marble
Middletown|IL|Illinois|Logan|Middletown
Sterling|OH|Ohio|Wayne|Sterling
Newtown|PA|Pennsylvania|Schuylkill|Newtown
Benjamin|TX|Texas|Knox|Benjamin
Genesee|PA|Pennsylvania|Potter|Genesee
Candlewood Lake Club|CT|Connecticut|Western Connecticut|Candlewood Lake Club
Arlington|KY|Kentucky|Carlisle|Arlington
Malden|IN|Indiana|Porter|Malden
Pounding Mill|VA|Virginia|Tazewell|Pounding Mill
Murdock|NE|Nebraska|Cass|Murdock
Centerville|MO|Missouri|Reynolds|Centerville
Santee|NE|Nebraska|Knox|Santee
Eland|WI|Wisconsin|Shawano|Eland
Egan|SD|South Dakota|Moody|Egan
Lyman|UT|Utah|Wayne|Lyman
Morris Chapel|TN|Tennessee|Hardin|Morris Chapel
Justice|WV|West Virginia|Mingo|Justice
French Camp|MS|Mississippi|Choctaw|French Camp
Worthington Springs|FL|Florida|Union|Worthington Springs
Almyra|AR|Arkansas|Arkansas|Almyra
Caledonia|MO|Missouri|Washington|Caledonia
Anton Chico|NM|New Mexico|Guadalupe|Anton Chico
Eschbach|WA|Washington|Yakima|Eschbach
Lower Elochoman|WA|Washington|Wahkiakum|Lower Elochoman
Cumbola|PA|Pennsylvania|Schuylkill|Cumbola
Steamboat Rock|IA|Iowa|Hardin|Steamboat Rock
Centerton|IN|Indiana|Morgan|Centerton
Lake Ann|MI|Michigan|Benzie|Lake Ann
Kennedy|NY|New York|Chautauqua|Kennedy
Oriska|ND|North Dakota|Barnes|Oriska
Cairo|MO|Missouri|Randolph|Cairo
Uniondale|IN|Indiana|Wells|Uniondale
Danbury|NC|North Carolina|Stokes|Danbury
Stuckey|SC|South Carolina|Williamsburg|Stuckey
Bolckow|MO|Missouri|Andrew|Bolckow
Lutsen|MN|Minnesota|Cook|Lutsen
Damascus|OH|Ohio|Mahoning|Damascus
Midway|TX|Texas|Madison|Midway
Lansford|ND|North Dakota|Bottineau|Lansford
Lower Kalskag|AK|Alaska|Bethel|Lower Kalskag
Forest Hill Village|MT|Montana|Flathead|Forest Hill Village
Bellechester|MN|Minnesota|Goodhue|Bellechester
Southview|PA|Pennsylvania|Washington|Southview
Garner|AR|Arkansas|White|Garner
Mentor|KY|Kentucky|Campbell|Mentor
Belleview|KY|Kentucky|Boone|Belleview
Burr Oak|IA|Iowa|Winneshiek|Burr Oak
Manchester|CA|California|Mendocino|Manchester
Collinston|LA|Louisiana|Morehouse|Collinston
Garten|WV|West Virginia|Fayette|Garten
Fordyce|NE|Nebraska|Cedar|Fordyce
Tiro|OH|Ohio|Crawford|Tiro
Quasset Lake|CT|Connecticut|Northeastern Connecticut|Quasset Lake
Wyatt|MO|Missouri|Mississippi|Wyatt
Grafton|IA|Iowa|Worth|Grafton
Delta|AL|Alabama|Clay|Delta
Aniwa|WI|Wisconsin|Shawano|Aniwa
Nauvoo|AL|Alabama|Walker|Nauvoo
Palmer|IL|Illinois|Christian|Palmer
Wynnedale|IN|Indiana|Marion|Wynnedale
Ogema|MN|Minnesota|Becker|Ogema
Sierraville|CA|California|Sierra|Sierraville
Paris|MS|Mississippi|Lafayette|Paris
Allentown|GA|Georgia|Wilkinson|Allentown
Saxis|VA|Virginia|Accomack|Saxis
Maharishi Vedic City|IA|Iowa|Jefferson|Maharishi Vedic City
Wenona|GA|Georgia|Crisp|Wenona
Blackwell|TX|Texas|Nolan|Blackwell
Alderson|OK|Oklahoma|Pittsburg|Alderson
Parkersburg|IL|Illinois|Richland|Parkersburg
Washingtonville|PA|Pennsylvania|Montour|Washingtonville
Womelsdorf|WV|West Virginia|Randolph|Womelsdorf
Walesboro|IN|Indiana|Bartholomew|Walesboro
Moore Station|TX|Texas|Henderson|Moore Station
Dwight|NE|Nebraska|Butler|Dwight
Mercersville|MD|Maryland|Washington|Mercersville
Springville|PA|Pennsylvania|Susquehanna|Springville
Middletown|MO|Missouri|Montgomery|Middletown
Oakvale|WV|West Virginia|Mercer|Oakvale
Upper Kalskag|AK|Alaska|Bethel|Upper Kalskag
Dent|MN|Minnesota|Otter Tail|Dent
Artois|CA|California|Glenn|Artois
Western|NE|Nebraska|Saline|Western
Fredonia|IA|Iowa|Louisa|Fredonia
Gotebo|OK|Oklahoma|Kiowa|Gotebo
Kanorado|KS|Kansas|Sherman|Kanorado
Neck City|MO|Missouri|Jasper|Neck City
Wind Ridge|PA|Pennsylvania|Greene|Wind Ridge
Blue Springs|NE|Nebraska|Gage|Blue Springs
Rayville|MO|Missouri|Ray|Rayville
South Shore|SD|South Dakota|Codington|South Shore
Sikes|LA|Louisiana|Winn|Sikes
Chesterville|OH|Ohio|Morrow|Chesterville
Kalihiwai|HI|Hawaii|Kauai|Kalihiwai
Hancock|IA|Iowa|Pottawattamie|Hancock
Kenny Lake|AK|Alaska|Copper River|Kenny Lake
Los Alvarez|TX|Texas|Starr|Los Alvarez
Crystal Beach|AZ|Arizona|Mohave|Crystal Beach
Huron|IN|Indiana|Lawrence|Huron
Owensburg|IN|Indiana|Greene|Owensburg
Grenada|CA|California|Siskiyou|Grenada
Newcastle|UT|Utah|Iron|Newcastle
Sproul|PA|Pennsylvania|Blair|Sproul
Linville|VA|Virginia|Rockingham|Linville
De Tour Village|MI|Michigan|Chippewa|De Tour Village
Cooper Landing|AK|Alaska|Kenai Peninsula|Cooper Landing
Rowena|TX|Texas|Runnels|Rowena
Lima|IL|Illinois|Adams|Lima
La Minita|TX|Texas|Starr|La Minita
Edgefield|LA|Louisiana|Red River|Edgefield
Sickles Corner|PA|Pennsylvania|Blair|Sickles Corner
Turkey|TX|Texas|Hall|Turkey
Paxico|KS|Kansas|Wabaunsee|Paxico
Schlater|MS|Mississippi|Leflore|Schlater
Little Creek|DE|Delaware|Kent|Little Creek
Burlington|MI|Michigan|Calhoun|Burlington
Bonita|LA|Louisiana|Morehouse|Bonita
Belleville|NY|New York|Jefferson|Belleville
Abercrombie|ND|North Dakota|Richland|Abercrombie
Starr|SC|South Carolina|Anderson|Starr
Goldfield|NV|Nevada|Esmeralda|Goldfield
Bear Creek|CA|California|Merced|Bear Creek
Briarcliff|AR|Arkansas|Baxter|Briarcliff
Twin Lakes|MN|Minnesota|Mahnomen|Twin Lakes
Rehrersburg|PA|Pennsylvania|Berks|Rehrersburg
West Point|IN|Indiana|Tippecanoe|West Point
Granada|MN|Minnesota|Martin|Granada
Morristown|OH|Ohio|Belmont|Morristown
Alexander|IA|Iowa|Franklin|Alexander
Mullinville|KS|Kansas|Kiowa|Mullinville
Walnut|KS|Kansas|Crawford|Walnut
Luxemburg|IA|Iowa|Dubuque|Luxemburg
Vernon|AZ|Arizona|Apache|Vernon
Cal-Nev-Ari|NV|Nevada|Clark|Cal-Nev-Ari
Oakland|KY|Kentucky|Warren|Oakland
Fenton|LA|Louisiana|Jefferson Davis|Fenton
Dos Palos Y|CA|California|Merced|Dos Palos Y
Lumber City|PA|Pennsylvania|Mifflin|Lumber City
Rapid River|MI|Michigan|Delta|Rapid River
Maxwell|NE|Nebraska|Lincoln|Maxwell
Opdyke West|TX|Texas|Hockley|Opdyke West
Trinity Village|CA|California|Trinity|Trinity Village
Seminary|MS|Mississippi|Covington|Seminary
Climax|GA|Georgia|Decatur|Climax
Dunmor|KY|Kentucky|Muhlenberg|Dunmor
Alpine|OR|Oregon|Benton|Alpine
Wanette|OK|Oklahoma|Pottawatomie|Wanette
Coatsburg|IL|Illinois|Adams|Coatsburg
Detroit|AL|Alabama|Lamar|Detroit
Mulberry|SC|South Carolina|Sumter|Mulberry
Pulaski|IL|Illinois|Pulaski|Pulaski
Loma Linda|TX|Texas|San Patricio|Loma Linda
Engelhard|NC|North Carolina|Hyde|Engelhard
Bath|NC|North Carolina|Beaufort|Bath
Cave-In-Rock|IL|Illinois|Hardin|Cave-In-Rock
Pueblo Pintado|NM|New Mexico|McKinley|Pueblo Pintado
Crystal Lake|IA|Iowa|Hancock|Crystal Lake
Parnell|IA|Iowa|Iowa|Parnell
Foster|OK|Oklahoma|Garvin|Foster
Haviland|OH|Ohio|Paulding|Haviland
Holy Cross|AK|Alaska|Yukon-Koyukuk|Holy Cross
Norwood|GA|Georgia|Warren|Norwood
New Holland|IL|Illinois|Logan|New Holland
Beulah|MI|Michigan|Benzie|Beulah
Ellsworth|IL|Illinois|McLean|Ellsworth
Indian Beach|NC|North Carolina|Carteret|Indian Beach
Reader|WV|West Virginia|Wetzel|Reader
Heilwood|PA|Pennsylvania|Indiana|Heilwood
Kensal|ND|North Dakota|Stutsman|Kensal
Fountain|MI|Michigan|Mason|Fountain
Schoenchen|KS|Kansas|Ellis|Schoenchen
Haines|OR|Oregon|Baker|Haines
Long Point|IL|Illinois|Livingston|Long Point
Hochatown|OK|Oklahoma|McCurtain|Hochatown
Waterbury Center|VT|Vermont|Washington|Waterbury Center
Sanford|AL|Alabama|Covington|Sanford
Navarro|TX|Texas|Navarro|Navarro
Finlayson|MN|Minnesota|Pine|Finlayson
Berwind|WV|West Virginia|McDowell|Berwind
Garland|NE|Nebraska|Seward|Garland
Golconda|NV|Nevada|Humboldt|Golconda
McNabb|IL|Illinois|Putnam|McNabb
Villa Verde|TX|Texas|Hidalgo|Villa Verde
Losantville|IN|Indiana|Randolph|Losantville
Hager City|WI|Wisconsin|Pierce|Hager City
Otoe|NE|Nebraska|Otoe|Otoe
Montpelier|IA|Iowa|Muscatine|Montpelier
McNeal|AZ|Arizona|Cochise|McNeal
Garden City|MN|Minnesota|Blue Earth|Garden City
Belvoir|NC|North Carolina|Pitt|Belvoir
Williamson|IA|Iowa|Lucas|Williamson
Lake Lafayette|MO|Missouri|Lafayette|Lake Lafayette
Mackville|KY|Kentucky|Washington|Mackville
Robertsdale|PA|Pennsylvania|Huntingdon|Robertsdale
Landisburg|PA|Pennsylvania|Perry|Landisburg
New Minden|IL|Illinois|Washington|New Minden
Benedict|ND|North Dakota|McLean|Benedict
Lake Wilson|MN|Minnesota|Murray|Lake Wilson
Starr School|MT|Montana|Glacier|Starr School
Beattie|KS|Kansas|Marshall|Beattie
Everton|MO|Missouri|Dade|Everton
Montgomery Creek|CA|California|Shasta|Montgomery Creek
Dragoon|AZ|Arizona|Cochise|Dragoon
La Crosse|FL|Florida|Alachua|La Crosse
Lonsdale|AR|Arkansas|Garland|Lonsdale
Bellmont|IL|Illinois|Wabash|Bellmont
Gary|SD|South Dakota|Deuel|Gary
Dale|OK|Oklahoma|Pottawatomie|Dale
Alford|IN|Indiana|Pike|Alford
Johnstown|WY|Wyoming|Fremont|Johnstown
Roberdel|NC|North Carolina|Richmond|Roberdel
Winkelman|AZ|Arizona|Pinal|Winkelman
Ravenna|TX|Texas|Fannin|Ravenna
West Rushville|OH|Ohio|Fairfield|West Rushville
Wolverine|MI|Michigan|Cheboygan|Wolverine
New Site|MS|Mississippi|Prentiss|New Site
Cannonville|UT|Utah|Garfield|Cannonville
Optima|OK|Oklahoma|Texas|Optima
Beardsley|MN|Minnesota|Big Stone|Beardsley
Iuka|KS|Kansas|Pratt|Iuka
Goodlow|TX|Texas|Navarro|Goodlow
Weston|TX|Texas|Collin|Weston
Lowgap|NC|North Carolina|Surry|Lowgap
Bardolph|IL|Illinois|McDonough|Bardolph
Silver Peak|NV|Nevada|Esmeralda|Silver Peak
Iron City|TN|Tennessee|Lawrence|Iron City
Bagtown|MD|Maryland|Washington|Bagtown
McAllister|MT|Montana|Madison|McAllister
Peetz|CO|Colorado|Logan|Peetz
Rush Center|KS|Kansas|Rush|Rush Center
Bath|IL|Illinois|Mason|Bath
Gilman|MN|Minnesota|Benton|Gilman
Copper City|MI|Michigan|Houghton|Copper City
Parral|OH|Ohio|Tuscarawas|Parral
Osage|MN|Minnesota|Becker|Osage
Maryhill Estates|KY|Kentucky|Jefferson|Maryhill Estates
Swan Lake|MT|Montana|Lake|Swan Lake
Rufus|OR|Oregon|Sherman|Rufus
Bolivia|NC|North Carolina|Brunswick|Bolivia
Goehner|NE|Nebraska|Seward|Goehner
Gilboa|OH|Ohio|Putnam|Gilboa
Plumville|PA|Pennsylvania|Indiana|Plumville
Newburg|WV|West Virginia|Preston|Newburg
Acosta|PA|Pennsylvania|Somerset|Acosta
Dickens|TX|Texas|Dickens|Dickens
Waukeenah|FL|Florida|Jefferson|Waukeenah
Bynum|TX|Texas|Hill|Bynum
Forest City|IL|Illinois|Mason|Forest City
Nehalem|OR|Oregon|Tillamook|Nehalem
Singer|LA|Louisiana|Beauregard|Singer
Santa Cruz|NM|New Mexico|Santa Fe|Santa Cruz
Vernon|IN|Indiana|Jennings|Vernon
Tyner|IN|Indiana|Marshall|Tyner
Fort Laramie|WY|Wyoming|Goshen|Fort Laramie
Sherrill|AR|Arkansas|Jefferson|Sherrill
Boones Mill|VA|Virginia|Franklin|Boones Mill
Oakwood Park|MO|Missouri|Clay|Oakwood Park
Emerson|AR|Arkansas|Columbia|Emerson
Watch Hill|RI|Rhode Island|Washington|Watch Hill
Stockport|IA|Iowa|Van Buren|Stockport
Germantown|KY|Kentucky|Bracken|Germantown
Bluff City|AR|Arkansas|Nevada|Bluff City
Ollie|IA|Iowa|Keokuk|Ollie
Megargel|TX|Texas|Archer|Megargel
Avera|GA|Georgia|Jefferson|Avera
Elm Hall|MI|Michigan|Gratiot|Elm Hall
Kempton|IN|Indiana|Tipton|Kempton
Geneseo|KS|Kansas|Rice|Geneseo
Montague|TX|Texas|Montague|Montague
Koliganek|AK|Alaska|Dillingham|Koliganek
Seaton|IL|Illinois|Mercer|Seaton
Dillon Beach|CA|California|Marin|Dillon Beach
Jacob City|FL|Florida|Jackson|Jacob City
Jamestown|PA|Pennsylvania|Cambria|Jamestown
Nebo|KY|Kentucky|Hopkins|Nebo
Portage|UT|Utah|Box Elder|Portage
Panama|NE|Nebraska|Lancaster|Panama
Rutledge|AL|Alabama|Crenshaw|Rutledge
Midway|OH|Ohio|Madison|Midway
Crossgate|KY|Kentucky|Jefferson|Crossgate
Cashtown|PA|Pennsylvania|Adams|Cashtown
Castalia|NC|North Carolina|Nash|Castalia
Lake Leelanau|MI|Michigan|Leelanau|Lake Leelanau
Buckhead|GA|Georgia|Morgan|Buckhead
Acequia|ID|Idaho|Minidoka|Acequia
Surrency|GA|Georgia|Appling|Surrency
Wheeler|WA|Washington|Grant|Wheeler
Springview|NE|Nebraska|Keya Paha|Springview
Manitou|OK|Oklahoma|Tillman|Manitou
East Fultonham|OH|Ohio|Muskingum|East Fultonham
Parkdale|MO|Missouri|Jefferson|Parkdale
New Edinburg|AR|Arkansas|Cleveland|New Edinburg
Lindcove|CA|California|Tulare|Lindcove
Penelope|TX|Texas|Hill|Penelope
Apple Grove|WV|West Virginia|Mason|Apple Grove
Greenview|WV|West Virginia|Boone|Greenview
Ellinger|TX|Texas|Fayette|Ellinger
Agra|KS|Kansas|Phillips|Agra
Three Lakes|MI|Michigan|Baraga|Three Lakes
Alpha|MI|Michigan|Iron|Alpha
Bertram|IA|Iowa|Linn|Bertram
North Lake|WI|Wisconsin|Waukesha|North Lake
McBride|MI|Michigan|Montcalm|McBride
Altmar|NY|New York|Oswego|Altmar
Lansing|NC|North Carolina|Ashe|Lansing
Woodman|WI|Wisconsin|Grant|Woodman
Jordan Hill|LA|Louisiana|Winn|Jordan Hill
Amador City|CA|California|Amador|Amador City
Compton|IL|Illinois|Lee|Compton
Maurice|IA|Iowa|Sioux|Maurice
Latah|WA|Washington|Spokane|Latah
Broomtown|AL|Alabama|Cherokee|Broomtown
Augusta|MT|Montana|Lewis and Clark|Augusta
Garfield|GA|Georgia|Emanuel|Garfield
Florida|OH|Ohio|Henry|Florida
Christine|ND|North Dakota|Richland|Christine
Kite|GA|Georgia|Johnson|Kite
Sadler|TX|Texas|Grayson|Sadler
Ontario|IN|Indiana|LaGrange|Ontario
Wabeno|WI|Wisconsin|Forest|Wabeno
Wallins Creek|KY|Kentucky|Harlan|Wallins Creek
Dalton|WI|Wisconsin|Green Lake|Dalton
Yancey|TX|Texas|Medina|Yancey
Widener|AR|Arkansas|St. Francis|Widener
Haralson|GA|Georgia|Coweta|Haralson
Topaz|CA|California|Mono|Topaz
Heidelberg|MN|Minnesota|Le Sueur|Heidelberg
Boulder Junction|WI|Wisconsin|Vilas|Boulder Junction
Luray|SC|South Carolina|Hampton|Luray
Loomis|MI|Michigan|Isabella|Loomis
Adrian|OR|Oregon|Malheur|Adrian
Wilsall|MT|Montana|Park|Wilsall
Kempton|IL|Illinois|Ford|Kempton
Pitkas Point|AK|Alaska|Kusilvak|Pitkas Point
Greenwald|MN|Minnesota|Stearns|Greenwald
Lodgepole|NE|Nebraska|Cheyenne|Lodgepole
Laurel|IA|Iowa|Marshall|Laurel
Welda|KS|Kansas|Anderson|Welda
French Gulch|CA|California|Shasta|French Gulch
Jette|MT|Montana|Lake|Jette
Brutus|MI|Michigan|Emmet|Brutus
Clayton|WA|Washington|Stevens|Clayton
Packwaukee|WI|Wisconsin|Marquette|Packwaukee
St. Francis|AR|Arkansas|Clay|St. Francis
Portersville|PA|Pennsylvania|Butler|Portersville
St. Michael|AK|Alaska|Nome|St. Michael
Dodge|WI|Wisconsin|Trempealeau|Dodge
Jacksonboro|SC|South Carolina|Colleton|Jacksonboro
Talladega Springs|AL|Alabama|Talladega|Talladega Springs
Rocky Ford|OK|Oklahoma|Cherokee|Rocky Ford
Granger|WY|Wyoming|Sweetwater|Granger
Tustin|MI|Michigan|Osceola|Tustin
Dateland|AZ|Arizona|Yuma|Dateland
Wildwood|KY|Kentucky|Jefferson|Wildwood
Breaks|VA|Virginia|Buchanan|Breaks
Harrells|NC|North Carolina|Sampson|Harrells
Lehigh|OK|Oklahoma|Coal|Lehigh
Rockdale|WI|Wisconsin|Dane|Rockdale
Sinai|SD|South Dakota|Brookings|Sinai
Dadeville|MO|Missouri|Dade|Dadeville
Lerna|IL|Illinois|Coles|Lerna
New Haven|OH|Ohio|Hamilton|New Haven
Ranchette Estates|TX|Texas|Willacy|Ranchette Estates
Hillsboro|NM|New Mexico|Sierra|Hillsboro
Summertown|GA|Georgia|Emanuel|Summertown
Finland|MN|Minnesota|Lake|Finland
Marietta|TX|Texas|Cass|Marietta
Lake Wallenpaupack Estates|PA|Pennsylvania|Pike|Lake Wallenpaupack Estates
Nyona Lake|IN|Indiana|Fulton|Nyona Lake
Williams|MN|Minnesota|Lake of the Woods|Williams
Caledonia|IL|Illinois|Boone|Caledonia
Doddsville|MS|Mississippi|Sunflower|Doddsville
Huetter|ID|Idaho|Kootenai|Huetter
Calhoun|IL|Illinois|Richland|Calhoun
Hayward|MN|Minnesota|Freeborn|Hayward
Grace|MS|Mississippi|Issaquena|Grace
Kimball|WV|West Virginia|McDowell|Kimball
Salvo|NC|North Carolina|Dare|Salvo
Vandervoort|AR|Arkansas|Polk|Vandervoort
South Lima|NY|New York|Livingston|South Lima
Custar|OH|Ohio|Wood|Custar
Axson|GA|Georgia|Atkinson|Axson
Calumet|MN|Minnesota|Itasca|Calumet
Fort Peck|MT|Montana|Valley|Fort Peck
Pocahontas|VA|Virginia|Tazewell|Pocahontas
Cabery|IL|Illinois|Ford|Cabery
Youngstown|PA|Pennsylvania|Westmoreland|Youngstown
Burton|TX|Texas|Washington|Burton
Tracy|MO|Missouri|Platte|Tracy
East Kingston|NY|New York|Ulster|East Kingston
East Carondelet|IL|Illinois|St. Clair|East Carondelet
Bald Eagle|PA|Pennsylvania|Blair|Bald Eagle
Gene Autry|OK|Oklahoma|Carter|Gene Autry
Winn|MI|Michigan|Isabella|Winn
Gonvick|MN|Minnesota|Clearwater|Gonvick
Lula|MS|Mississippi|Coahoma|Lula
Bethlehem|MS|Mississippi|Marshall|Bethlehem
Cedar Point|IL|Illinois|LaSalle|Cedar Point
Wixon Valley|TX|Texas|Brazos|Wixon Valley
Sibley|IL|Illinois|Ford|Sibley
Twin Bridges|MT|Montana|Madison|Twin Bridges
Utica|MN|Minnesota|Winona|Utica
Midwest|WY|Wyoming|Natrona|Midwest
Scipio|IN|Indiana|Jennings|Scipio
Bagley|IA|Iowa|Guthrie|Bagley
Joice|IA|Iowa|Worth|Joice
Farmington|DE|Delaware|Kent|Farmington
Ridgefield|IL|Illinois|McHenry|Ridgefield
Chance|MD|Maryland|Somerset|Chance
Chickamaw Beach|MN|Minnesota|Cass|Chickamaw Beach
Loachapoka|AL|Alabama|Lee|Loachapoka
Lamington|NJ|New Jersey|Somerset|Lamington
Trenton|NC|North Carolina|Jones|Trenton
Jackson Lake|CO|Colorado|Morgan|Jackson Lake
Houston|AR|Arkansas|Perry|Houston
Bay Center|WA|Washington|Pacific|Bay Center
Washtucna|WA|Washington|Adams|Washtucna
Stickleyville|VA|Virginia|Lee|Stickleyville
Yorkana|PA|Pennsylvania|York|Yorkana
Ethel|MS|Mississippi|Attala|Ethel
Hartline|WA|Washington|Grant|Hartline
Lawrence|NE|Nebraska|Nuckolls|Lawrence
Payne Gap|KY|Kentucky|Letcher|Payne Gap
Anawalt|WV|West Virginia|McDowell|Anawalt
Shumway|IL|Illinois|Effingham|Shumway
Byars|OK|Oklahoma|McClain|Byars
Sheyenne|ND|North Dakota|Eddy|Sheyenne
Burdette|AR|Arkansas|Mississippi|Burdette
Allerton|IL|Illinois|Vermilion|Allerton
Groveland|IN|Indiana|Putnam|Groveland
Crescent Springs|OK|Oklahoma|Logan|Crescent Springs
College Springs|IA|Iowa|Page|College Springs
Tuleta|TX|Texas|Bee|Tuleta
Mexican Colony|CA|California|Kern|Mexican Colony
Rio|LA|Louisiana|Washington|Rio
Crenshaw|PA|Pennsylvania|Jefferson|Crenshaw
Redding Center|CT|Connecticut|Western Connecticut|Redding Center
Smarr|GA|Georgia|Monroe|Smarr
Dacusville|SC|South Carolina|Pickens|Dacusville
Brothertown|WI|Wisconsin|Calumet|Brothertown
Barnard|MO|Missouri|Nodaway|Barnard
Ursina|PA|Pennsylvania|Somerset|Ursina
Little Meadows|PA|Pennsylvania|Susquehanna|Little Meadows
North Cleveland|TX|Texas|Liberty|North Cleveland
Pulaski|GA|Georgia|Candler|Pulaski
Fordville|ND|North Dakota|Walsh|Fordville
Farrell|MS|Mississippi|Coahoma|Farrell
Randolph|TN|Tennessee|Tipton|Randolph
Waco|NC|North Carolina|Cleveland|Waco
Bryce Canyon City|UT|Utah|Garfield|Bryce Canyon City
Frannie|WY|Wyoming|Big Horn|Frannie
Arkdale|WI|Wisconsin|Adams|Arkdale
Thousand Island Park|NY|New York|Jefferson|Thousand Island Park
Robeson Extension|PA|Pennsylvania|Blair|Robeson Extension
Roosevelt|OK|Oklahoma|Kiowa|Roosevelt
Manville|WY|Wyoming|Niobrara|Manville
Wyatt|IN|Indiana|St. Joseph|Wyatt
Wolf Summit|WV|West Virginia|Harrison|Wolf Summit
Glen Aubrey|NY|New York|Broome|Glen Aubrey
Ensenada|NM|New Mexico|Rio Arriba|Ensenada
Goodsprings|NV|Nevada|Clark|Goodsprings
Banks Lake South|WA|Washington|Grant|Banks Lake South
Flat Rock|IN|Indiana|Shelby|Flat Rock
Zephyr|TX|Texas|Brown|Zephyr
Rocheport|MO|Missouri|Boone|Rocheport
York|MT|Montana|Lewis and Clark|York
Dillsboro|NC|North Carolina|Jackson|Dillsboro
Heflin|LA|Louisiana|Webster|Heflin
Davenport|ND|North Dakota|Cass|Davenport
Chunky|MS|Mississippi|Newton|Chunky
Chester|SD|South Dakota|Lake|Chester
Clayton|MI|Michigan|Lenawee|Clayton
New Leipzig|ND|North Dakota|Grant|New Leipzig
Conesville|OH|Ohio|Coshocton|Conesville
Thedford|NE|Nebraska|Thomas|Thedford
Naylor|GA|Georgia|Lowndes|Naylor
Edinburg|ND|North Dakota|Walsh|Edinburg
Chuichu|AZ|Arizona|Pinal|Chuichu
Goldsmith|TX|Texas|Ector|Goldsmith
Chatfield|OH|Ohio|Crawford|Chatfield
Lakeline|OH|Ohio|Lake|Lakeline
Richey|MT|Montana|Dawson|Richey
Gratiot|WI|Wisconsin|Lafayette|Gratiot
Hobgood|NC|North Carolina|Halifax|Hobgood
Spring Lake|IN|Indiana|Hancock|Spring Lake
Bandana|KY|Kentucky|Ballard|Bandana
Neibert|WV|West Virginia|Logan|Neibert
Hissop|AL|Alabama|Coosa|Hissop
Greasy|OK|Oklahoma|Adair|Greasy
Rockland|ID|Idaho|Power|Rockland
Uriah|AL|Alabama|Monroe|Uriah
Prairie Home|MO|Missouri|Cooper|Prairie Home
Napoleon|MO|Missouri|Lafayette|Napoleon
Dennison|MN|Minnesota|Goodhue|Dennison
Curryville|MO|Missouri|Pike|Curryville
Dundee|IA|Iowa|Delaware|Dundee
Halibut Cove|AK|Alaska|Kenai Peninsula|Halibut Cove
Albion|CA|California|Mendocino|Albion
Blunt|SD|South Dakota|Hughes|Blunt
Leland|IA|Iowa|Winnebago|Leland
Glenfield|PA|Pennsylvania|Allegheny|Glenfield
Ten Sleep|WY|Wyoming|Washakie|Ten Sleep
Palco|KS|Kansas|Rooks|Palco
Neches|TX|Texas|Anderson|Neches
Force|PA|Pennsylvania|Elk|Force
Prompton|PA|Pennsylvania|Wayne|Prompton
Cleveland|IL|Illinois|Henry|Cleveland
Anderson|TX|Texas|Grimes|Anderson
River Bottom|OK|Oklahoma|Muskogee|River Bottom
Twin Oaks|OK|Oklahoma|Delaware|Twin Oaks
Moonshine|LA|Louisiana|St. James|Moonshine
South Acomita Village|NM|New Mexico|Cibola|South Acomita Village
New Deal|TN|Tennessee|Sumner|New Deal
Superior|WY|Wyoming|Sweetwater|Superior
Glidden|WI|Wisconsin|Ashland|Glidden
Arroyo Hondo|NM|New Mexico|Santa Fe|Arroyo Hondo
Cloud Lake|FL|Florida|Palm Beach|Cloud Lake
Broughton|IL|Illinois|Hamilton|Broughton
Bulpitt|IL|Illinois|Christian|Bulpitt
Chunchula|AL|Alabama|Mobile|Chunchula
Ashton|NE|Nebraska|Sherman|Ashton
Shoal Creek Estates|MO|Missouri|Newton|Shoal Creek Estates
Nettle Lake|OH|Ohio|Williams|Nettle Lake
Emmett|MI|Michigan|St. Clair|Emmett
South Komelik|AZ|Arizona|Pima|South Komelik
Parnell|MO|Missouri|Nodaway|Parnell
Milroy|MN|Minnesota|Redwood|Milroy
Amargosa|TX|Texas|Jim Wells|Amargosa
Lawrence|IL|Illinois|McHenry|Lawrence
Edgar Springs|MO|Missouri|Phelps|Edgar Springs
Buffalo|ND|North Dakota|Cass|Buffalo
Sierra City|CA|California|Sierra|Sierra City
Sherwood|ND|North Dakota|Renville|Sherwood
Cuba|KS|Kansas|Republic|Cuba
Cushing|IA|Iowa|Woodbury|Cushing
Flensburg|MN|Minnesota|Morrison|Flensburg
Charlos Heights|MT|Montana|Ravalli|Charlos Heights
Morrill|KS|Kansas|Brown|Morrill
Boligee|AL|Alabama|Greene|Boligee
Le Roy|MI|Michigan|Osceola|Le Roy
Wayton|AR|Arkansas|Newton|Wayton
Dannebrog|NE|Nebraska|Howard|Dannebrog
Powellville|MD|Maryland|Wicomico|Powellville
San Carlos I|TX|Texas|Webb|San Carlos I
Midland|VA|Virginia|Fauquier|Midland
Cibola|AZ|Arizona|La Paz|Cibola
